Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(?),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB
2L,2L4X3X1/2X3/4LLBB,2L4X3X1/2X3/4LLBB,F,22.2,6.50,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,1.32,–,–,0.750,–,8.00,–,–,–,–,10.0,6.72,3.74,1.24,14.0,7.78,4.15,1.47,–,–,–,–,–,–,–,–,–,–,–,–,2.20,0.765,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X3/8LLBB,2L4X3X3/8LLBB,F,17.0,4.98,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,1.27,–,–,0.680,–,10.7,–,–,–,–,7.88,5.20,2.88,1.26,6.82,3.86,2.27,1.17,–,–,–,–,–,–,–,–,–,–,–,–,2.03,0.715,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X3/8X3/8LLBB,2L4X3X3/8X3/8LLBB,F,17.0,4.98,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,1.27,–,–,0.680,–,10.7,–,–,–,–,7.88,5.20,2.88,1.26,8.42,4.79,2.64,1.30,–,–,–,–,–,–,–,–,–,–,–,–,2.11,0.736,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X3/8X3/4LLBB,2L4X3X3/8X3/4LLBB,F,17.0,4.98,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,1.27,–,–,0.680,–,10.7,–,–,–,–,7.88,5.20,2.88,1.26,10.3,5.73,3.05,1.44,–,–,–,–,–,–,–,–,–,–,–,–,2.20,0.757,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X5/16LLBB,2L4X3X5/16LLBB,F,14.4,4.18,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,1.25,–,–,0.656,–,12.8,–,–,–,–,6.72,4.38,2.44,1.27,5.62,3.14,1.87,1.16,–,–,–,–,–,–,–,–,–,–,–,–,2.03,0.712,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X5/16X3/8LLBB,2L4X3X5/16X3/8LLBB,F,14.4,4.18,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,1.25,–,–,0.656,–,12.8,–,–,–,–,6.72,4.38,2.44,1.27,6.96,3.92,2.18,1.29,–,–,–,–,–,–,–,–,–,–,–,–,2.11,0.733,–,0.997,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X5/16X3/4LLBB,2L4X3X5/16X3/4LLBB,F,14.4,4.18,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,1.25,–,–,0.656,–,12.8,–,–,–,–,6.72,4.38,2.44,1.27,8.55,4.70,2.53,1.43,–,–,–,–,–,–,–,–,–,–,–,–,2.20,0.754,–,0.997,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X1/4LLBB,2L4X3X1/4LLBB,F,11.6,3.38,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,1.22,–,–,0.620,–,16.0,–,–,–,–,5.50,3.54,1.98,1.27,4.47,2.45,1.49,1.15,–,–,–,–,–,–,–,–,–,–,–,–,2.03,0.710,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X1/4X3/8LLBB,2L4X3X1/4X3/8LLBB,F,11.6,3.38,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,1.22,–,–,0.620,–,16.0,–,–,–,–,5.50,3.54,1.98,1.27,5.45,3.08,1.71,1.27,–,–,–,–,–,–,–,–,–,–,–,–,2.11,0.730,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L4X3X1/4X3/4LLBB,2L4X3X1/4X3/4LLBB,F,11.6,3.38,3.00,–,–,–,–,–,–,–,4.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,1.22,–,–,0.620,–,16.0,–,–,–,–,5.50,3.54,1.98,1.27,6.72,3.72,1.99,1.41,–,–,–,–,–,–,–,–,–,–,–,–,2.20,0.751,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/2LLBB,2L3-1/2X3X1/2LLBB,F,20.4,6.04,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,1.12,–,–,0.480,–,7.00,–,–,–,–,6.90,5.22,2.90,1.07,9.14,5.25,3.05,1.23,–,–,–,–,–,–,–,–,–,–,–,–,1.85,0.780,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/2X3/8LLBB,2L3-1/2X3X1/2X3/8LLBB,F,20.4,6.04,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,1.12,–,–,0.480,–,7.00,–,–,–,–,6.90,5.22,2.90,1.07,11.3,6.38,3.55,1.37,–,–,–,–,–,–,–,–,–,–,–,–,1.94,0.801,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/2X3/4LLBB,2L3-1/2X3X1/2X3/4LLBB,F,20.4,6.04,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,1.12,–,–,0.480,–,7.00,–,–,–,–,6.90,5.22,2.90,1.07,14.0,7.51,4.15,1.52,–,–,–,–,–,–,–,–,–,–,–,–,2.05,0.822,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X7/16LLBB,2L3-1/2X3X7/16LLBB,F,18.2,5.34,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.438,–,–,–,–,–,–,1.09,–,–,0.449,–,7.99,–,–,–,–,6.20,4.64,2.58,1.08,7.95,4.52,2.65,1.22,–,–,–,–,–,–,–,–,–,–,–,–,1.85,0.776,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X7/16X3/8LLBB,2L3-1/2X3X7/16X3/8LLBB,F,18.2,5.34,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.438,–,–,–,–,–,–,1.09,–,–,0.449,–,7.99,–,–,–,–,6.20,4.64,2.58,1.08,9.88,5.52,3.10,1.36,–,–,–,–,–,–,–,–,–,–,–,–,1.94,0.797,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X7/16X3/4LLBB,2L3-1/2X3X7/16X3/4LLBB,F,18.2,5.34,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.438,–,–,–,–,–,–,1.09,–,–,0.449,–,7.99,–,–,–,–,6.20,4.64,2.58,1.08,12.2,6.52,3.61,1.51,–,–,–,–,–,–,–,–,–,–,–,–,2.05,0.818,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X3/8LLBB,2L3-1/2X3X3/8LLBB,F,15.8,4.64,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,1.07,–,–,0.407,–,9.33,–,–,–,–,5.46,4.06,2.24,1.09,6.79,3.82,2.26,1.21,–,–,–,–,–,–,–,–,–,–,–,–,1.85,0.773,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X3/8X3/8LLBB,2L3-1/2X3X3/8X3/8LLBB,F,15.8,4.64,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,1.07,–,–,0.407,–,9.33,–,–,–,–,5.46,4.06,2.24,1.09,8.46,4.69,2.65,1.35,–,–,–,–,–,–,–,–,–,–,–,–,1.94,0.794,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X3/8X3/4LLBB,2L3-1/2X3X3/8X3/4LLBB,F,15.8,4.64,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,1.07,–,–,0.407,–,9.33,–,–,–,–,5.46,4.06,2.24,1.09,10.3,5.56,3.05,1.49,–,–,–,–,–,–,–,–,–,–,–,–,2.05,0.814,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X5/16LLBB,2L3-1/2X3X5/16LLBB,F,13.2,3.90,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,1.05,–,–,0.380,–,11.2,–,–,–,–,4.66,3.44,1.90,1.09,5.62,3.11,1.87,1.20,–,–,–,–,–,–,–,–,–,–,–,–,1.85,0.770,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X5/16X3/8LLBB,2L3-1/2X3X5/16X3/8LLBB,F,13.2,3.90,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,1.05,–,–,0.380,–,11.2,–,–,–,–,4.66,3.44,1.90,1.09,6.90,3.84,2.16,1.33,–,–,–,–,–,–,–,–,–,–,–,–,1.94,0.790,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X5/16X3/4LLBB,2L3-1/2X3X5/16X3/4LLBB,F,13.2,3.90,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,1.05,–,–,0.380,–,11.2,–,–,–,–,4.66,3.44,1.90,1.09,8.54,4.57,2.53,1.48,–,–,–,–,–,–,–,–,–,–,–,–,2.04,0.811,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/4LLBB,2L3-1/2X3X1/4LLBB,F,10.8,3.16,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,1.02,–,–,0.340,–,14.0,–,–,–,–,3.84,2.78,1.55,1.10,4.47,2.44,1.49,1.19,–,–,–,–,–,–,–,–,–,–,–,–,1.85,0.767,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/4X3/8LLBB,2L3-1/2X3X1/4X3/8LLBB,F,10.8,3.16,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,1.02,–,–,0.340,–,14.0,–,–,–,–,3.84,2.78,1.55,1.10,5.51,3.04,1.73,1.32,–,–,–,–,–,–,–,–,–,–,–,–,1.94,0.787,–,0.965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X3X1/4X3/4LLBB,2L3-1/2X3X1/4X3/4LLBB,F,10.8,3.16,3.00,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,1.02,–,–,0.340,–,14.0,–,–,–,–,3.84,2.78,1.55,1.10,6.74,3.63,2.00,1.46,–,–,–,–,–,–,–,–,–,–,–,–,2.04,0.807,–,0.965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/2LLBB,2L3-1/2X2-1/2X1/2LLBB,F,18.8,5.54,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,1.20,–,–,0.730,–,7.00,–,–,–,–,6.48,5.04,2.82,1.08,5.45,3.88,2.18,0.992,–,–,–,–,–,–,–,–,–,–,–,–,1.75,0.706,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/2X3/8LLBB,2L3-1/2X2-1/2X1/2X3/8LLBB,F,18.8,5.54,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,1.20,–,–,0.730,–,7.00,–,–,–,–,6.48,5.04,2.82,1.08,7.07,4.92,2.63,1.13,–,–,–,–,–,–,–,–,–,–,–,–,1.83,0.732,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/2X3/4LLBB,2L3-1/2X2-1/2X1/2X3/4LLBB,F,18.8,5.54,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.500,–,–,–,–,–,–,1.20,–,–,0.730,–,7.00,–,–,–,–,6.48,5.04,2.82,1.08,9.08,5.96,3.16,1.28,–,–,–,–,–,–,–,–,–,–,–,–,1.93,0.759,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X3/8LLBB,2L3-1/2X2-1/2X3/8LLBB,F,14.4,4.24,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,1.15,–,–,0.673,–,9.33,–,–,–,–,5.12,3.92,2.18,1.10,3.99,2.78,1.60,0.970,–,–,–,–,–,–,–,–,–,–,–,–,1.75,0.698,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X3/8X3/8LLBB,2L3-1/2X2-1/2X3/8X3/8LLBB,F,14.4,4.24,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,1.15,–,–,0.673,–,9.33,–,–,–,–,5.12,3.92,2.18,1.10,5.22,3.57,1.94,1.11,–,–,–,–,–,–,–,–,–,–,–,–,1.83,0.724,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X3/8X3/4LLBB,2L3-1/2X2-1/2X3/8X3/4LLBB,F,14.4,4.24,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.375,–,–,–,–,–,–,1.15,–,–,0.673,–,9.33,–,–,–,–,5.12,3.92,2.18,1.10,6.63,4.37,2.31,1.25,–,–,–,–,–,–,–,–,–,–,–,–,1.93,0.750,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X5/16LLBB,2L3-1/2X2-1/2X5/16LLBB,F,12.2,3.58,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,1.13,–,–,0.636,–,11.2,–,–,–,–,4.40,3.34,1.85,1.11,3.30,2.26,1.32,0.960,–,–,–,–,–,–,–,–,–,–,–,–,1.76,0.695,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X5/16X3/8LLBB,2L3-1/2X2-1/2X5/16X3/8LLBB,F,12.2,3.58,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,1.13,–,–,0.636,–,11.2,–,–,–,–,4.40,3.34,1.85,1.11,4.25,2.93,1.58,1.09,–,–,–,–,–,–,–,–,–,–,–,–,1.83,0.720,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X5/16X3/4LLBB,2L3-1/2X2-1/2X5/16X3/4LLBB,F,12.2,3.58,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.313,–,–,–,–,–,–,1.13,–,–,0.636,–,11.2,–,–,–,–,4.40,3.34,1.85,1.11,5.50,3.61,1.91,1.24,–,–,–,–,–,–,–,–,–,–,–,–,1.92,0.746,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/4LLBB,2L3-1/2X2-1/2X1/4LLBB,F,9.80,2.90,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,1.10,–,–,0.600,–,14.0,–,–,–,–,3.62,2.72,1.51,1.12,2.62,1.76,1.05,0.950,–,–,–,–,–,–,–,–,–,–,–,–,1.76,0.693,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/4X3/8LLBB,2L3-1/2X2-1/2X1/4X3/8LLBB,F,9.80,2.90,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,1.10,–,–,0.600,–,14.0,–,–,–,–,3.62,2.72,1.51,1.12,3.38,2.30,1.26,1.08,–,–,–,–,–,–,–,–,–,–,–,–,1.83,0.717,–,0.965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3-1/2X2-1/2X1/4X3/4LLBB,2L3-1/2X2-1/2X1/4X3/4LLBB,F,9.80,2.90,2.50,–,–,–,–,–,–,–,3.50,–,–,–,–,–,–,0.250,–,–,–,–,–,–,1.10,–,–,0.600,–,14.0,–,–,–,–,3.62,2.72,1.51,1.12,4.32,2.85,1.50,1.22,–,–,–,–,–,–,–,–,–,–,–,–,1.92,0.742,–,0.965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/2LLBB,2L3X2-1/2X1/2LLBB,F,17.0,5.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.995,–,–,0.500,–,6.00,–,–,–,–,4.14,3.72,2.06,0.910,5.41,3.73,2.16,1.04,–,–,–,–,–,–,–,–,–,–,–,–,1.57,0.774,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/2X3/8LLBB,2L3X2-1/2X1/2X3/8LLBB,F,17.0,5.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.995,–,–,0.500,–,6.00,–,–,–,–,4.14,3.72,2.06,0.910,6.96,4.67,2.59,1.18,–,–,–,–,–,–,–,–,–,–,–,–,1.66,0.800,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/2X3/4LLBB,2L3X2-1/2X1/2X3/4LLBB,F,17.0,5.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,0.995,–,–,0.500,–,6.00,–,–,–,–,4.14,3.72,2.06,0.910,8.84,5.60,3.07,1.33,–,–,–,–,–,–,–,–,–,–,–,–,1.78,0.824,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X7/16LLBB,2L3X2-1/2X7/16LLBB,F,15.2,4.44,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.438,–,–,–,–,–,–,0.972,–,–,0.463,–,6.85,–,–,–,–,3.74,3.32,1.84,0.917,4.62,3.21,1.85,1.02,–,–,–,–,–,–,–,–,–,–,–,–,1.57,0.769,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X7/16X3/8LLBB,2L3X2-1/2X7/16X3/8LLBB,F,15.2,4.44,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.438,–,–,–,–,–,–,0.972,–,–,0.463,–,6.85,–,–,–,–,3.74,3.32,1.84,0.917,5.97,4.05,2.22,1.16,–,–,–,–,–,–,–,–,–,–,–,–,1.66,0.795,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X7/16X3/4LLBB,2L3X2-1/2X7/16X3/4LLBB,F,15.2,4.44,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.438,–,–,–,–,–,–,0.972,–,–,0.463,–,6.85,–,–,–,–,3.74,3.32,1.84,0.917,7.74,4.88,2.69,1.32,–,–,–,–,–,–,–,–,–,–,–,–,1.77,0.819,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/8LLBB,2L3X2-1/2X3/8LLBB,F,13.2,3.86,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.949,–,–,0.427,–,8.00,–,–,–,–,3.30,2.90,1.61,0.924,3.94,2.71,1.58,1.01,–,–,–,–,–,–,–,–,–,–,–,–,1.57,0.764,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/8X3/8LLBB,2L3X2-1/2X3/8X3/8LLBB,F,13.2,3.86,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.949,–,–,0.427,–,8.00,–,–,–,–,3.30,2.90,1.61,0.924,5.10,3.43,1.90,1.15,–,–,–,–,–,–,–,–,–,–,–,–,1.66,0.790,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/8X3/4LLBB,2L3X2-1/2X3/8X3/4LLBB,F,13.2,3.86,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.375,–,–,–,–,–,–,0.949,–,–,0.427,–,8.00,–,–,–,–,3.30,2.90,1.61,0.924,6.52,4.15,2.27,1.30,–,–,–,–,–,–,–,–,–,–,–,–,1.77,0.815,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X5/16LLBB,2L3X2-1/2X5/16LLBB,F,11.2,3.26,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.925,–,–,0.392,–,9.58,–,–,–,–,2.82,2.46,1.36,0.932,3.26,2.21,1.30,1.00,–,–,–,–,–,–,–,–,–,–,–,–,1.57,0.760,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X5/16X3/8LLBB,2L3X2-1/2X5/16X3/8LLBB,F,11.2,3.26,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.925,–,–,0.392,–,9.58,–,–,–,–,2.82,2.46,1.36,0.932,4.24,2.82,1.58,1.14,–,–,–,–,–,–,–,–,–,–,–,–,1.66,0.785,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X5/16X3/4LLBB,2L3X2-1/2X5/16X3/4LLBB,F,11.2,3.26,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.313,–,–,–,–,–,–,0.925,–,–,0.392,–,9.58,–,–,–,–,2.82,2.46,1.36,0.932,5.42,3.43,1.89,1.29,–,–,–,–,–,–,–,–,–,–,–,–,1.76,0.810,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/4LLBB,2L3X2-1/2X1/4LLBB,F,9.00,2.64,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.900,–,–,0.360,–,12.0,–,–,–,–,2.32,2.00,1.11,0.940,2.59,1.72,1.04,0.991,–,–,–,–,–,–,–,–,–,–,–,–,1.57,0.756,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/4X3/8LLBB,2L3X2-1/2X1/4X3/8LLBB,F,9.00,2.64,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.900,–,–,0.360,–,12.0,–,–,–,–,2.32,2.00,1.11,0.940,3.31,2.22,1.23,1.12,–,–,–,–,–,–,–,–,–,–,–,–,1.66,0.781,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X1/4X3/4LLBB,2L3X2-1/2X1/4X3/4LLBB,F,9.00,2.64,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.250,–,–,–,–,–,–,0.900,–,–,0.360,–,12.0,–,–,–,–,2.32,2.00,1.11,0.940,4.26,2.71,1.48,1.27,–,–,–,–,–,–,–,–,–,–,–,–,1.76,0.806,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/16LLBB,2L3X2-1/2X3/16LLBB,F,6.78,2.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.874,–,–,0.333,–,16.0,–,–,–,–,1.80,1.52,0.846,0.947,1.92,1.25,0.768,0.980,–,–,–,–,–,–,–,–,–,–,–,–,1.57,0.753,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/16X3/8LLBB,2L3X2-1/2X3/16X3/8LLBB,F,6.78,2.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.874,–,–,0.333,–,16.0,–,–,–,–,1.80,1.52,0.846,0.947,2.46,1.63,0.915,1.11,–,–,–,–,–,–,–,–,–,–,–,–,1.65,0.778,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2-1/2X3/16X3/4LLBB,2L3X2-1/2X3/16X3/4LLBB,F,6.78,2.00,2.50,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.188,–,–,–,–,–,–,0.874,–,–,0.333,–,16.0,–,–,–,–,1.80,1.52,0.846,0.947,3.13,2.00,1.09,1.25,–,–,–,–,–,–,–,–,–,–,–,–,1.75,0.802,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X1/2LLBB,2L3X2X1/2LLBB,F,15.4,4.52,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,1.08,–,–,0.740,–,6.00,–,–,–,–,3.84,3.56,2.00,0.922,2.86,2.62,1.43,0.795,–,–,–,–,–,–,–,–,–,–,–,–,1.47,0.684,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X1/2X3/8LLBB,2L3X2X1/2X3/8LLBB,F,15.4,4.52,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,1.08,–,–,0.740,–,6.00,–,–,–,–,3.84,3.56,2.00,0.922,3.99,3.47,1.82,0.940,–,–,–,–,–,–,–,–,–,–,–,–,1.55,0.717,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L3X2X1/2X3/4LLBB,2L3X2X1/2X3/4LLBB,F,15.4,4.52,2.00,–,–,–,–,–,–,–,3.00,–,–,–,–,–,–,0.500,–,–,–,–,–,–,1.08,–,–,0.740,–,6.00,–,–,–,–,3.84,3.56,2.00,0.922,5.47,4.32,2.30,1.10,–,–,–,–,–,–,–,–,–,–,–,–,1.66,0.751,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
